37	50	52	33	39	82	49	63	17	27	0	92	87	88	2	18	2	74	76	79	32	81	54	22	30	20	94	37	91	5	45	7	80	45	89	82	65	67	66	68	74	93	14	87	93	69	9	93	84	88	34	45	30	81	42	100	27	93	54	59	53	69	64	56	46	78	49	63	9	17	57	83	38	61	48	56	92	28	68	51	75	42	61	17	56	29	4	61	23	54	15	34	90	51	23	98	46	51	13	33
2	9	44	58	8	89	32	22	64	38	92	0	71	57	95	60	84	73	77	17	46	25	6	23	82	30	62	80	55	45	11	8	10	84	51	67	17	25	38	81	71	37	37	82	18	100	24	91	98	52	38	89	4	83	5	35	74	38	84	67	83	97	82	59	56	16	76	14	64	79	59	94	8	20	44	82	40	1	42	13	60	93	39	85	78	18	61	89	45	39	84	58	78	65	78	9	52	70	93	49
77	28	39	17	20	49	61	6	87	6	87	71	0	51	36	9	43	30	91	33	64	81	33	35	41	77	29	9	97	36	53	6	20	72	11	98	71	10	2	67	59	48	82	58	21	100	48	31	41	60	42	34	41	60	31	95	41	21	97	57	90	40	59	65	86	97	87	21	37	64	27	72	32	81	4	77	1	78	84	82	5	19	33	7	17	68	95	4	62	68	59	63	16	27	33	87	39	18	18	64
54	97	100	8	72	28	40	18	29	88	88	57	51	0	7	45	68	43	85	19	45	18	37	19	73	58	54	76	64	95	21	7	27	96	50	98	97	14	90	82	91	58	93	59	34	81	73	90	22	44	51	54	91	21	72	28	74	77	27	58	4	37	5	33	56	61	99	100	13	57	65	38	74	60	3	36	37	34	30	1	51	93	62	61	63	25	1	49	56	30	21	45	25	10	36	2	37	42	3	92
94	44	25	3	45	99	59	58	8	39	2	95	36	7	0	38	90	88	99	72	62	79	70	10	69	82	36	48	70	61	61	38	78	9	87	62	60	25	80	39	54	59	59	59	1	89	36	11	69	10	22	78	55	54	62	71	30	47	64	19	77	25	17	30	84	65	79	10	84	38	85	14	93	7	80	6	46	76	43	33	12	87	54	73	54	94	37	49	52	34	5	13	88	76	78	92	79	26	53	88
48	27	11	94	39	24	35	97	54	72	18	60	9	45	38	0	55	81	41	39	11	86	70	37	82	79	39	50	33	65	82	25	25	89	20	58	28	41	100	56	43	36	43	27	20	22	6	66	52	33	2	30	39	51	100	81	29	75	66	33	45	99	33	59	44	48	14	53	49	66	74	28	33	60	60	77	8	34	51	96	22	11	88	80	56	13	71	38	80	19	8	53	78	10	94	6	29	78	32	52
67	16	95	99	88	1	22	12	46	36	2	84	43	68	90	55	0	89	76	54	96	2	14	55	39	15	24	57	43	23	1	35	57	99	88	83	74	19	82	21	77	26	66	82	59	63	79	23	10	9	40	62	93	48	43	38	15	5	32	63	46	31	11	69	3	93	23	51	70	21	18	55	29	5	55	51	73	95	83	2	18	89	15	35	32	6	30	70	82	7	39	87	72	86	4	25	92	39	48	95
75	28	36	26	90	20	55	99	89	67	74	73	30	43	88	81	89	0	61	98	52	33	49	35	33	49	5	16	29	54	36	40	3	17	77	23	15	55	73	82	29	12	21	18	15	60	41	75	40	95	21	80	35	39	64	48	26	51	74	1	84	43	77	70	81	60	11	71	37	86	84	65	28	69	65	38	62	78	97	40	45	98	26	37	88	92	52	21	87	2	60	98	50	3	83	98	33	38	24	12
27	42	23	79	28	21	96	24	78	3	76	77	91	85	99	41	76	61	0	39	93	84	83	4	74	49	17	82	5	48	63	42	82	75	60	8	91	1	39	75	45	6	75	6	66	77	88	28	13	53	73	47	27	40	75	44	68	37	3	63	87	48	1	50	98	13	18	78	14	3	10	91	45	56	2	13	29	95	69	52	7	51	1	92	44	55	44	54	40	75	28	61	99	16	29	8	69	65	62	91
97	93	99	79	84	56	80	93	15	16	79	17	33	19	72	39	54	98	39	0	65	13	3	70	53	22	93	100	5	63	44	52	80	46	51	42	23	57	74	50	62	23	51	96	56	8	60	31	4	6	6	25	62	88	39	15	3	52	58	78	50	67	41	57	77	89	98	73	83	86	42	77	23	9	88	57	74	4	94	18	28	36	88	75	60	25	56	5	32	43	18	48	68	65	59	35	12	22	18	44
43	18	84	75	11	60	68	98	49	31	32	46	64	45	62	11	96	52	93	65	0	25	31	31	62	6	3	35	15	83	43	22	13	12	24	42	85	66	46	53	10	10	80	32	50	50	53	92	25	80	85	53	10	47	66	98	11	24	26	43	99	67	49	76	70	78	72	12	15	1	43	78	5	26	19	80	89	70	67	44	73	77	73	26	19	54	98	28	85	16	35	12	50	45	74	87	96	35	25	8
95	87	25	13	57	29	92	33	64	13	81	25	81	18	79	86	2	33	84	13	25	0	61	51	10	53	9	67	95	85	43	35	45	88	27	99	13	47	63	28	19	31	14	81	16	17	68	95	53	55	34	2	68	78	79	87	85	36	39	6	11	68	98	48	73	68	41	28	29	72	87	13	80	25	65	48	11	80	39	42	58	67	14	21	52	100	9	41	89	42	68	27	36	20	2	98	42	56	31	56
61	28	91	27	63	61	44	63	68	20	54	6	33	37	70	70	14	49	83	3	31	61	0	97	100	96	11	2	60	28	57	26	53	52	60	8	2	84	86	91	60	10	79	65	60	100	47	1	80	50	55	53	90	82	71	12	63	84	9	17	72	25	5	61	25	34	49	56	8	44	19	86	91	43	35	40	81	4	17	76	96	55	56	38	98	60	78	10	54	40	52	56	50	55	25	76	48	88	26	27
71	6	7	60	54	2	78	29	37	29	22	23	35	19	10	37	55	35	4	70	31	51	97	0	90	35	19	75	50	83	100	84	64	81	16	59	44	16	16	37	56	34	96	56	45	92	62	53	51	66	89	3	23	97	41	1	98	33	40	4	25	91	84	77	88	69	48	39	73	20	5	57	78	50	29	98	86	67	6	64	24	45	4	20	17	81	82	88	47	40	72	50	25	60	50	70	94	88	49	64
88	98	38	48	73	22	17	43	44	16	30	82	41	73	69	82	39	33	74	53	62	10	100	90	0	50	36	76	56	81	35	18	54	14	24	53	30	76	3	85	50	51	79	56	94	73	4	4	56	44	44	42	61	53	83	77	66	96	11	42	68	1	89	74	27	10	56	85	2	64	60	77	93	16	63	41	59	70	81	92	28	90	49	81	45	31	52	35	85	69	66	11	23	18	21	51	88	76	80	63
20	76	40	43	95	80	61	40	74	84	20	30	77	58	82	79	15	49	49	22	6	53	96	35	50	0	32	48	92	65	29	82	53	79	63	76	4	92	49	73	57	16	33	89	68	66	11	83	75	71	49	6	90	66	43	98	61	72	24	74	55	74	99	20	51	48	59	25	5	76	4	74	56	18	36	62	96	24	8	100	60	31	5	33	36	69	72	77	27	73	49	72	22	46	89	73	88	3	21	51
5	86	67	23	4	62	23	13	29	70	94	62	29	54	36	39	24	5	17	93	3	9	11	19	36	32	0	97	58	39	62	54	60	75	45	32	45	10	16	56	48	37	87	6	69	24	24	23	99	19	6	96	24	48	38	17	20	17	69	51	82	1	45	66	31	69	89	61	97	42	22	1	21	73	72	25	92	48	70	27	15	9	48	23	18	20	37	31	91	69	88	39	53	46	85	79	47	52	90	14
85	76	99	79	56	6	38	16	88	22	37	80	9	76	48	50	57	16	82	100	35	67	2	75	76	48	97	0	35	79	69	16	14	15	33	54	56	85	12	37	82	58	99	32	7	51	71	60	78	93	77	67	45	9	11	66	49	21	88	51	59	15	37	44	92	26	87	43	69	65	68	95	37	58	73	1	62	81	10	53	62	34	75	25	10	43	47	77	99	51	92	79	67	17	82	70	41	16	10	6
99	45	2	48	30	36	86	7	33	58	91	55	97	64	70	33	43	29	5	5	15	95	60	50	56	92	58	35	0	22	2	59	13	20	66	21	16	48	3	42	24	17	33	59	37	85	45	82	65	56	36	22	18	32	81	47	86	69	70	16	68	13	75	69	31	85	50	44	6	99	80	87	94	38	77	67	1	37	75	42	20	24	45	30	32	64	3	39	82	59	8	94	65	37	41	62	29	94	2	28
8	81	54	64	32	26	13	79	87	86	5	45	36	95	61	65	23	54	48	63	83	85	28	83	81	65	39	79	22	0	64	6	61	21	12	84	40	28	62	48	22	37	82	38	24	66	76	32	12	98	20	13	57	95	52	87	97	98	77	26	92	12	13	33	14	53	34	53	19	20	85	31	94	75	18	75	11	44	18	37	50	36	84	56	61	68	50	55	60	51	58	17	20	79	60	77	40	35	12	81
27	12	23	56	82	84	35	84	39	1	45	11	53	21	61	82	1	36	63	44	43	43	57	100	35	29	62	69	2	64	0	7	52	8	89	64	48	79	45	13	84	39	4	79	13	77	51	8	50	95	64	47	41	73	66	80	100	66	9	33	11	66	9	95	87	10	69	70	33	65	4	6	66	44	85	8	26	84	62	99	41	72	95	70	40	28	17	56	69	13	56	42	5	11	76	12	92	2	85	30
67	29	100	53	9	97	23	6	8	19	7	8	6	7	38	25	35	40	42	52	22	35	26	84	18	82	54	16	59	6	7	0	52	9	74	70	54	41	39	16	50	94	77	23	85	34	31	62	55	68	95	16	71	71	37	85	98	58	34	97	59	82	2	58	41	78	75	35	5	22	100	42	8	98	27	22	57	95	41	64	47	65	80	96	25	82	44	45	77	47	34	45	80	12	100	17	25	2	97	69
84	80	55	7	97	5	29	53	55	21	80	10	20	27	78	25	57	3	82	80	13	45	53	64	54	53	60	14	13	61	52	52	0	59	60	90	35	11	53	23	82	3	24	24	41	13	51	40	71	80	1	38	31	86	41	49	6	55	76	73	77	80	73	70	6	31	38	69	34	38	90	14	93	41	82	82	3	35	21	46	79	39	70	45	27	16	95	89	79	14	22	72	14	88	71	50	69	68	11	42
86	4	46	8	9	75	19	96	67	11	45	84	72	96	9	89	99	17	75	46	12	88	52	81	14	79	75	15	20	21	8	9	59	0	69	56	42	98	36	71	36	82	31	64	91	86	98	92	67	2	89	47	85	28	69	64	41	50	23	19	75	49	14	9	42	74	35	80	30	6	87	95	67	18	17	80	84	58	30	97	88	20	61	52	44	39	49	57	47	32	48	80	56	71	16	62	23	4	71	73
16	47	56	31	76	8	96	51	95	16	89	51	11	50	87	20	88	77	60	51	24	27	60	16	24	63	45	33	66	12	89	74	60	69	0	6	29	2	75	52	90	50	92	81	91	71	21	66	94	67	46	94	91	53	85	16	13	92	17	87	29	67	75	99	36	86	61	42	77	62	22	68	19	53	76	85	30	34	58	61	61	93	58	7	59	84	13	77	57	73	22	4	6	87	70	51	41	84	84	57
14	68	64	66	60	15	75	49	26	3	82	67	98	98	62	58	83	23	8	42	42	99	8	59	53	76	32	54	21	84	64	70	90	56	6	0	10	100	72	88	84	81	62	97	61	59	13	89	41	38	90	85	65	75	72	30	78	88	29	57	32	95	69	62	26	9	39	17	25	52	53	13	44	64	80	96	20	79	64	4	90	23	28	47	62	23	68	70	87	28	51	57	72	46	71	72	43	58	72	34
3	29	34	80	66	45	86	13	87	3	65	17	71	97	60	28	74	15	91	23	85	13	2	44	30	4	45	56	16	40	48	54	35	42	29	10	0	57	62	65	73	8	37	56	65	72	90	84	85	2	83	34	84	1	26	29	14	36	55	45	14	62	28	74	90	27	32	23	88	11	42	14	66	35	21	46	46	36	49	25	89	90	49	98	96	14	85	30	6	90	39	42	46	87	32	53	63	2	11	45
77	28	30	19	27	62	28	15	47	80	67	25	10	14	25	41	19	55	1	57	66	47	84	16	76	92	10	85	48	28	79	41	11	98	2	100	57	0	66	26	54	77	26	76	5	7	65	76	7	22	4	44	75	40	81	50	59	80	12	4	32	31	21	80	83	97	50	74	97	9	67	5	74	56	67	17	3	68	65	40	51	43	63	7	50	68	84	22	26	75	91	28	55	46	48	91	55	82	31	94
74	92	14	48	51	38	35	26	24	48	66	38	2	90	80	100	82	73	39	74	46	63	86	16	3	49	16	12	3	62	45	39	53	36	75	72	62	66	0	20	6	72	39	1	38	84	34	63	73	91	21	57	83	1	79	95	26	69	18	46	7	55	59	94	72	64	71	31	90	85	56	55	86	78	8	39	84	16	81	47	60	22	89	69	32	94	55	36	31	81	17	31	45	72	19	79	16	9	83	59
100	71	5	18	30	22	62	33	96	39	68	81	67	82	39	56	21	82	75	50	53	28	91	37	85	73	56	37	42	48	13	16	23	71	52	88	65	26	20	0	47	43	92	85	71	7	4	37	85	59	11	46	84	71	87	83	36	24	49	39	20	97	39	65	94	21	26	5	66	1	74	62	93	70	57	21	4	32	28	42	28	50	56	99	89	35	39	38	93	19	6	2	97	16	41	52	76	46	98	94
75	81	20	11	16	46	35	38	7	91	74	71	59	91	54	43	77	29	45	62	10	19	60	56	50	57	48	82	24	22	84	50	82	36	90	84	73	54	6	47	0	93	87	4	71	59	95	69	84	56	19	58	23	94	6	46	51	80	49	32	96	49	84	78	95	19	61	85	84	23	86	42	17	59	100	2	99	76	62	51	14	17	66	63	67	69	82	9	85	60	95	61	51	21	16	32	73	13	65	55
70	7	45	16	28	85	56	97	25	52	93	37	48	58	59	36	26	12	6	23	10	31	10	34	51	16	37	58	17	37	39	94	3	82	50	81	8	77	72	43	93	0	45	47	25	54	63	85	65	56	57	78	9	84	30	41	9	91	70	47	3	57	22	11	81	7	56	78	11	90	29	69	30	93	52	3	21	95	77	35	26	73	52	47	53	67	51	81	10	48	35	64	82	25	22	64	34	55	51	28
62	84	30	71	50	82	7	30	39	27	14	37	82	93	59	43	66	21	75	51	80	14	79	96	79	33	87	99	33	82	4	77	24	31	92	62	37	26	39	92	87	45	0	30	61	52	16	77	98	25	57	14	58	7	47	83	35	30	26	16	18	30	80	37	21	63	69	22	73	52	38	62	94	85	40	77	72	5	11	43	87	71	49	91	62	36	47	46	90	81	54	2	47	19	32	15	100	53	39	100
92	30	76	89	8	100	61	58	47	100	87	82	58	59	59	27	82	18	6	96	32	81	65	56	56	89	6	32	59	38	79	23	24	64	81	97	56	76	1	85	4	47	30	0	18	42	13	48	62	21	22	23	82	68	56	21	59	93	16	65	18	89	89	89	27	6	11	45	79	9	30	44	47	5	44	100	43	72	15	77	39	32	24	11	55	41	33	36	77	100	17	61	4	7	41	84	23	11	17	97
37	24	58	8	31	57	56	88	24	95	93	18	21	34	1	20	59	15	66	56	50	16	60	45	94	68	69	7	37	24	13	85	41	91	91	61	65	5	38	71	71	25	61	18	0	47	50	65	97	16	12	42	2	50	69	57	55	93	91	67	23	34	37	8	8	28	59	47	44	70	71	16	78	69	25	66	18	46	52	39	13	82	100	33	73	98	58	92	18	71	49	98	87	11	14	90	75	70	88	89
6	93	54	28	30	47	71	21	12	33	69	100	100	81	89	22	63	60	77	8	50	17	100	92	73	66	24	51	85	66	77	34	13	86	71	59	72	7	84	7	59	54	52	42	47	0	34	82	33	24	66	90	3	52	44	90	19	18	80	54	13	97	79	74	50	46	96	23	79	18	63	62	51	90	15	8	40	96	25	72	40	95	81	51	52	56	33	23	8	45	65	47	75	91	1	83	66	22	37	82
56	18	23	97	39	36	11	94	81	8	9	24	48	73	36	6	79	41	88	60	53	68	47	62	4	11	24	71	45	76	51	31	51	98	21	13	90	65	34	4	95	63	16	13	50	34	0	72	89	59	100	38	3	11	81	35	48	85	55	5	75	64	5	87	24	47	38	97	49	72	26	5	70	13	4	47	59	90	64	41	43	5	5	21	90	90	38	91	63	56	40	50	8	80	19	33	54	51	74	85
10	21	31	65	31	58	57	91	33	68	93	91	31	90	11	66	23	75	28	31	92	95	1	53	4	83	23	60	82	32	8	62	40	92	66	89	84	76	63	37	69	85	77	48	65	82	72	0	4	49	88	3	20	36	27	14	90	52	58	24	84	95	87	54	64	28	40	20	83	97	33	54	92	14	1	20	57	21	71	51	79	47	42	1	78	74	59	11	31	47	17	92	67	21	81	29	36	17	95	32
78	97	64	58	87	73	29	59	12	55	84	98	41	22	69	52	10	40	13	4	25	53	80	51	56	75	99	78	65	12	50	55	71	67	94	41	85	7	73	85	84	65	98	62	97	33	89	4	0	45	19	27	65	85	41	60	6	62	38	18	89	41	87	69	83	82	11	93	4	67	86	52	94	7	18	40	24	18	59	42	73	1	29	9	87	55	38	55	11	10	2	69	73	22	89	75	49	10	47	6
81	80	1	57	41	58	20	96	36	99	88	52	60	44	10	33	9	95	53	6	80	55	50	66	44	71	19	93	56	98	95	68	80	2	67	38	2	22	91	59	56	56	25	21	16	24	59	49	45	0	5	8	14	53	84	92	60	70	87	74	29	10	66	67	41	12	95	42	45	27	57	57	5	53	13	58	64	56	43	21	72	74	10	51	20	61	74	62	100	95	61	42	97	34	62	36	89	75	44	46
39	100	7	78	28	44	56	86	1	25	34	38	42	51	22	2	40	21	73	6	85	34	55	89	44	49	6	77	36	20	64	95	1	89	46	90	83	4	21	11	19	57	57	22	12	66	100	88	19	5	0	20	34	56	50	75	77	48	15	41	24	1	97	78	63	41	75	82	17	28	78	16	19	3	12	42	24	9	27	33	79	74	24	50	56	72	52	100	8	41	31	50	7	97	25	77	46	54	21	69
32	38	84	76	86	55	94	98	40	91	45	89	34	54	78	30	62	80	47	25	53	2	53	3	42	6	96	67	22	13	47	16	38	47	94	85	34	44	57	46	58	78	14	23	42	90	38	3	27	8	20	0	78	94	12	8	87	57	37	55	55	12	88	8	78	38	83	58	36	32	34	60	93	40	2	91	99	66	66	68	53	74	18	32	27	3	55	89	97	40	55	4	65	78	91	5	14	9	58	41
43	81	95	23	11	74	1	31	78	5	30	4	41	91	55	39	93	35	27	62	10	68	90	23	61	90	24	45	18	57	41	71	31	85	91	65	84	75	83	84	23	9	58	82	2	3	3	20	65	14	34	78	0	21	57	46	8	59	1	35	68	72	69	77	22	73	100	14	75	90	82	77	48	23	21	11	80	15	20	100	5	39	57	13	41	20	85	75	56	6	73	77	17	49	100	65	69	15	67	30
30	78	83	17	87	15	4	15	50	52	81	83	60	21	54	51	48	39	40	88	47	78	82	97	53	66	48	9	32	95	73	71	86	28	53	75	1	40	1	71	94	84	7	68	50	52	11	36	85	53	56	94	21	0	57	38	45	21	71	75	66	35	41	59	95	15	58	15	24	28	83	96	14	16	12	23	14	30	82	26	22	37	18	11	53	96	20	50	69	67	14	89	45	86	84	88	45	28	3	37
3	30	57	79	89	8	8	2	10	77	42	5	31	72	62	100	43	64	75	39	66	79	71	41	83	43	38	11	81	52	66	37	41	69	85	72	26	81	79	87	6	30	47	56	69	44	81	27	41	84	50	12	57	57	0	23	19	81	12	7	74	74	83	70	40	11	74	7	73	19	43	15	22	78	68	84	91	44	42	27	22	8	38	86	35	98	7	67	50	66	14	59	66	53	71	86	86	95	36	45
80	62	50	61	63	60	23	54	25	100	100	35	95	28	71	81	38	48	44	15	98	87	12	1	77	98	17	66	47	87	80	85	49	64	16	30	29	50	95	83	46	41	83	21	57	90	35	14	60	92	75	8	46	38	23	0	40	46	52	34	51	10	11	12	94	69	84	89	100	48	89	14	60	24	82	1	63	86	46	20	16	99	48	82	54	50	77	37	76	38	55	18	39	42	7	48	88	42	25	49
23	89	73	60	73	52	14	6	43	24	27	74	41	74	30	29	15	26	68	3	11	85	63	98	66	61	20	49	86	97	100	98	6	41	13	78	14	59	26	36	51	9	35	59	55	19	48	90	6	60	77	87	8	45	19	40	0	78	65	28	89	73	2	90	41	55	46	73	84	73	92	60	18	26	3	57	33	10	69	48	11	81	41	49	14	69	40	43	3	98	53	4	88	25	70	66	91	71	21	17
79	94	14	7	29	62	71	45	99	94	93	38	21	77	47	75	5	51	37	52	24	36	84	33	96	72	17	21	69	98	66	58	55	50	92	88	36	80	69	24	80	91	30	93	93	18	85	52	62	70	48	57	59	21	81	46	78	0	50	76	32	67	52	96	45	84	71	91	90	47	8	25	23	11	55	39	15	95	19	68	13	53	46	69	61	65	93	44	57	67	33	27	69	94	58	29	36	95	92	15
67	47	86	25	12	76	35	72	42	65	54	84	97	27	64	66	32	74	3	58	26	39	9	40	11	24	69	88	70	77	9	34	76	23	17	29	55	12	18	49	49	70	26	16	91	80	55	58	38	87	15	37	1	71	12	52	65	50	0	52	21	13	83	85	89	29	7	17	40	4	23	16	71	51	100	34	78	68	99	14	68	88	9	11	82	22	11	33	44	6	67	44	64	14	47	8	21	93	57	37
14	20	35	30	82	1	84	54	16	56	59	67	57	58	19	33	63	1	63	78	43	6	17	4	42	74	51	51	16	26	33	97	73	19	87	57	45	4	46	39	32	47	16	65	67	54	5	24	18	74	41	55	35	75	7	34	28	76	52	0	62	37	31	29	41	90	28	39	33	8	38	60	43	17	63	60	90	21	9	23	60	37	20	18	21	62	83	38	15	80	91	9	13	30	56	5	9	32	87	20
71	49	58	18	21	85	64	28	57	91	53	83	90	4	77	45	46	84	87	50	99	11	72	25	68	55	82	59	68	92	11	59	77	75	29	32	14	32	7	20	96	3	18	18	23	13	75	84	89	29	24	55	68	66	74	51	89	32	21	62	0	42	64	50	88	50	44	89	83	14	63	26	9	55	100	60	14	68	57	91	62	67	10	44	6	50	49	78	54	79	8	53	91	44	83	56	30	17	61	98
50	27	76	6	67	43	17	56	81	7	69	97	40	37	25	99	31	43	48	67	67	68	25	91	1	74	1	15	13	12	66	82	80	49	67	95	62	31	55	97	49	57	30	89	34	97	64	95	41	10	1	12	72	35	74	10	73	67	13	37	42	0	17	31	30	52	27	83	49	10	26	74	3	20	39	20	45	21	49	43	78	6	14	35	64	16	66	87	19	44	67	100	99	89	35	64	6	77	58	66
17	15	79	10	49	63	64	2	85	72	64	82	59	5	17	33	11	77	1	41	49	98	5	84	89	99	45	37	75	13	9	2	73	14	75	69	28	21	59	39	84	22	80	89	37	79	5	87	87	66	97	88	69	41	83	11	2	52	83	31	64	17	0	7	47	53	44	35	41	34	64	75	91	87	22	96	14	90	100	23	79	87	5	53	31	60	76	36	87	100	83	91	76	51	97	94	98	40	99	17
70	58	38	1	49	52	17	40	81	76	56	59	65	33	30	59	69	70	50	57	76	48	61	77	74	20	66	44	69	33	95	58	70	9	99	62	74	80	94	65	78	11	37	89	8	74	87	54	69	67	78	8	77	59	70	12	90	96	85	29	50	31	7	0	25	29	40	100	43	100	76	60	40	2	22	20	47	50	45	68	49	62	43	70	94	61	23	96	4	4	37	22	20	37	80	28	94	58	67	29
72	3	81	13	40	68	8	57	83	22	46	56	86	56	84	44	3	81	98	77	70	73	25	88	27	51	31	92	31	14	87	41	6	42	36	26	90	83	72	94	95	81	21	27	8	50	24	64	83	41	63	78	22	95	40	94	41	45	89	41	88	30	47	25	0	75	67	36	84	63	81	4	71	84	78	100	21	4	93	80	84	67	1	96	86	100	19	37	32	55	98	76	65	93	8	99	75	50	35	58
64	43	95	83	74	33	88	6	84	23	78	16	97	61	65	48	93	60	13	89	78	68	34	69	10	48	69	26	85	53	10	78	31	74	86	9	27	97	64	21	19	7	63	6	28	46	47	28	82	12	41	38	73	15	11	69	55	84	29	90	50	52	53	29	75	0	77	46	56	3	39	17	69	84	5	90	14	81	28	40	71	20	93	100	64	2	12	58	98	55	66	21	8	64	49	56	96	88	24	47
55	72	87	56	32	97	63	76	75	34	49	76	87	99	79	14	23	11	18	98	72	41	49	48	56	59	89	87	50	34	69	75	38	35	61	39	32	50	71	26	61	56	69	11	59	96	38	40	11	95	75	83	100	58	74	84	46	71	7	28	44	27	44	40	67	77	0	83	30	94	21	45	66	38	45	25	88	32	23	80	94	19	97	23	66	85	75	34	2	58	27	45	94	71	94	74	100	72	98	45
31	83	29	96	18	89	63	48	34	80	63	14	21	100	10	53	51	71	78	73	12	28	56	39	85	25	61	43	44	53	70	35	69	80	42	17	23	74	31	5	85	78	22	45	47	23	97	20	93	42	82	58	14	15	7	89	73	91	17	39	89	83	35	100	36	46	83	0	66	73	25	4	64	3	52	40	26	92	89	12	34	63	54	71	55	11	24	42	22	96	59	70	27	96	60	82	4	2	81	80
31	71	13	62	86	1	71	13	82	81	9	64	37	13	84	49	70	37	14	83	15	29	8	73	2	5	97	69	6	19	33	5	34	30	77	25	88	97	90	66	84	11	73	79	44	79	49	83	4	45	17	36	75	24	73	100	84	90	40	33	83	49	41	43	84	56	30	66	0	37	59	85	94	85	47	67	14	28	72	31	55	56	5	3	5	25	65	94	73	62	69	54	37	42	95	65	34	10	32	90
3	75	27	68	7	44	64	94	97	64	17	79	64	57	38	66	21	86	3	86	1	72	44	20	64	76	42	65	99	20	65	22	38	6	62	52	11	9	85	1	23	90	52	9	70	18	72	97	67	27	28	32	90	28	19	48	73	47	4	8	14	10	34	100	63	3	94	73	37	0	3	12	43	29	99	7	32	51	48	40	93	67	29	74	83	27	36	93	76	9	80	19	23	59	23	3	46	64	15	30
